stop_desc,stop_lat,stop_name,stop_lon,stop_id
This stop is a shelter located in the YMCA parking lot off of S Highland Ave. on the west side of the building.,39.141819,YMCA Shelter,-86.515121,45654
This stop is located on the south side of E Winslow Rd. between S Piccadilly St. and S Winslow Ct. across from Henderson Court Aparatments serving inbound travel.,39.135891,Winslow  & Piccadilly  @ Henderson Court ,-86.524071,45655
This stop is located on the east side of S Highland Ave. just north of the intersection with E Winslow Rd. serving inbound travel.,39.13641,Highland  & Winslow ,-86.517441,45656
This stop is located on the north side of E Allendale Dr. just east of the intersection with S Walnut Street Pike. It is the Route 4S Start/End Point.,39.130852,Walnut Street Pike & Allendale ,-86.526604,45657
This stop is located on the north side of E Allendale Dr. at the northeast corner of the intersection with S Wellington Way.,39.130707,Allendale  & Wellington Way,-86.52475,45658
This stop is located on the south side of E 10th St. at the southwest corner of the intersection with N John Hinkle Pl.Barrington Dr. the entrance to Woodbridge Apartments serving eastbound travel.,39.171444,10th  & John Hinkle Place,-86.491013,45659
This stop is located on the south side of E 10th St. east of N Pete Ellis Drl.next to the Woodbridge Post Office and across from Fountain Park Apartments serving eastbound travel.,39.171421,10th  @ Post Office,-86.494362,45660
This stop is located on the west side of S Allendale Dr. at the northwest corner of the intersection with E Browning Ct.,39.134117,Allendale  & Browning ,-86.516006,45661
This stop is located on the west side of S Allendale Dr. at the northwest corner of the intersection with E Bradshire Ct.,39.135529,Allendale  & Bradshire ,-86.515999,45662
This stop is located on the north side of E Allendale Dr. at the northeast corner of the intersection with S Westminster Way.,39.130962,Allendale & Westminster ,-86.521378,45663
This stop is located on the north side of E Allendale Dr. at the northeast corner of the intersection with S Essex Ct.,39.130775,Allendale  & Essex ,-86.518326,45664
This stop is located on the south side of E Winslow Rd. at the southeast corner of the intersection with S Acadia Ct. the entrance to Acadia Court Apartments serving outbound travel.,39.135914,Winslow  & Acadia ,-86.518776,45665
This stop is located on the west side of S Highland Ave. just north of the intersection with E Winslow Rd. serving outbound travel.,39.136097,Highland  & Winslow ,-86.517532,45666
,39.155746,Mother Hubbard's Cupboard,-86.545235,45668
,39.155575,Mother Hubbard's Cupboard,-86.54467,45669
Stop is at the entrance of Scholars Quad Apartments heading east on 10th street ,39.171432,10th St. @ Scholars Quad Apts.,-86.499077,45670
This stop is located on the south side of allen just at the entrance to mother hubbards,39.155773, Allen  @ Mother Hubbards,-86.545219,45674
This stop is at the south west corner of Covenanter @ Clarizz .,39.1534,Covenanter @ Clarizz ,-86.490845,45679
,39.159431, Buick Cadillac  @ Clarizz,-86.491531,45680
This stop is about 200 feet north of the intersection of College Mall Road and East Buick Cadilac Blvd.,39.158947,College Mall Rd. @ Hunter Ridge,-86.497635,45681
This stop is a shelter located in the turn around drive in front of Tulip Tree Apartments off of E 10th St. on the IU Campus.,39.172592,Tulip Tree Apartments ,-86.504967,45683
Rt 1 inbound bus stop across from Memorial Stadium,39.178959,17th & Fess,-86.525757,45686
Rt 1 inbound bus stop across from N Washington in front of Brownstone Apartments,39.175934,14th @ Brownstone Apts,-86.532333,45687
This stop is a shelter located on the north side of W Alexander Dr. west of the intersection with S Gates Dr. at the south entrance to Lowes parking lot. This is the third of four stops in Whitehall Crossing.	 ,39.168674,Whitehall Crossing @ Lowes (Inbound),-86.575096,45688
"3rd & Walnut as buses leave the Transit Center. There is a bus stop named ""Arriving 3rd & Walnut"" for scheduled timepoints arriving at the Transit Center",39.164261,Leaving Downtown Transit Center,-86.533577,45690
located more at Washington and 3rd this is at the Transit Center for buses arriving,39.164253,Arriving Downtown Transit Center,-86.532364,45691
Proposed bus stop in 2014 coinciding with new Transit Center. Northwest corner of intersection where downtown terminal used to be,39.165619,Washington & 4th,-86.532364,45693
,39.1646,3 west 3rd & Walnut,-86.533592,45694
Close to the B LINE Trail,39.166573,West Kirkwood @ B Line Trail,-86.536278,45695
